"fileid","order","species","common_name","study_site","captivity","sex","age","measure","data_location","countbinary","repeat_group","groupid","matrix_edgelist","edgelist_time_meaning","note","full_citation","number_individuals","number_interactions","interactions_per_individual","proportion_unknown","dci","ttri","ds_steepness","modified_landaus_h"
"Appleby_1983","Artiodactyla","Cervus_elaphus","Red deer","Scotland","Natural","M","Non-Adult","Dominance Behaviors","Fig1","Count","No","Cervus_elaphus1","Matrix","","","Appleby, M.C. 1983. The probability of linearity in hierarchies. Anim. Behav. 31, 600-608.",7,83,11.8571428571429,0.380952380952381,0.614457831325301,1,0.339926121963937,0.714714285714286
"Archie_2006a","Proboscidea","Loxodonta_africana","African elephant","Kenya","Natural","F","Mixed","Agonistic Interaction","Fig2-A","Count","No","Loxodonta_africana1","Matrix","","","Archie, E. A., Morrison, T. A., Foley, C. A. H., Moss, C. J. & Alberts, S.C. 2006 Dominance rank relationships among wild female African elephants, Loxodonta africana. Anim. Behav. 71, 117-127.",8,62,7.75,0.214285714285714,1,1,0.696428571428571,0.664004761904762
"Archie_2006b","Proboscidea","Loxodonta_africana","African elephant","Kenya","Natural","F","Mixed","Agonistic Interaction","Fig2-AA","Count","No","Loxodonta_africana2","Matrix","","","Archie, E. A., Morrison, T. A., Foley, C. A. H., Moss, C. J. & Alberts, S.C. 2006 Dominance rank relationships among wild female African elephants, Loxodonta africana. Anim. Behav. 71, 117-127.",10,48,4.8,0.555555555555556,0.958333333333333,1,0.292929292929293,0.450458181818182
"Archie_2006c","Proboscidea","Loxodonta_africana","African elephant","Kenya","Natural","F","Mixed","Agonistic Interaction","Fig2-CB","Count","No","Loxodonta_africana3","Matrix","","","Archie, E. A., Morrison, T. A., Foley, C. A. H., Moss, C. J. & Alberts, S.C. 2006 Dominance rank relationships among wild female African elephants, Loxodonta africana. Anim. Behav. 71, 117-127.",6,48,8,0.0666666666666667,0.833333333333333,1,0.786666666666667,1
"Archie_2006d","Proboscidea","Loxodonta_africana","African elephant","Kenya","Natural","F","Mixed","Agonistic Interaction","Fig2-FB","Count","No","Loxodonta_africana4","Matrix","","","Archie, E. A., Morrison, T. A., Foley, C. A. H., Moss, C. J. & Alberts, S.C. 2006 Dominance rank relationships among wild female African elephants, Loxodonta africana. Anim. Behav. 71, 117-127.",6,39,6.5,0.133333333333333,0.948717948717949,1,0.819047619047619,0.685634285714286
"Archie_2006e","Proboscidea","Loxodonta_africana","African elephant","Kenya","Natural","F","Mixed","Agonistic Interaction","Fig2-GB","Count","No","Loxodonta_africana5","Matrix","","","Archie, E. A., Morrison, T. A., Foley, C. A. H., Moss, C. J. & Alberts, S.C. 2006 Dominance rank relationships among wild female African elephants, Loxodonta africana. Anim. Behav. 71, 117-127.",11,44,4,0.545454545454545,0.954545454545455,1,0.246776859504132,0.336243636363636
"Archie_2006f","Proboscidea","Loxodonta_africana","African elephant","Kenya","Natural","F","Mixed","Agonistic Interaction","Fig2-JA","Count","No","Loxodonta_africana6","Matrix","","","Archie, E. A., Morrison, T. A., Foley, C. A. H., Moss, C. J. & Alberts, S.C. 2006 Dominance rank relationships among wild female African elephants, Loxodonta africana. Anim. Behav. 71, 117-127.",7,26,3.71428571428571,0.428571428571429,0.846153846153846,1,0.375218658892128,0.662071428571429
"Archie_2006g","Proboscidea","Loxodonta_africana","African elephant","Kenya","Natural","F","Mixed","Agonistic Interaction","Fig2-OA","Count","No","Loxodonta_africana7","Matrix","","","Archie, E. A., Morrison, T. A., Foley, C. A. H., Moss, C. J. & Alberts, S.C. 2006 Dominance rank relationships among wild female African elephants, Loxodonta africana. Anim. Behav. 71, 117-127.",9,21,2.33333333333333,0.611111111111111,0.904761904761905,1,0.236574074074074,0.393236666666667
"Archie_2006h","Proboscidea","Loxodonta_africana","African elephant","Kenya","Natural","F","Mixed","Agonistic Interaction","Fig2-PC","Count","No","Loxodonta_africana8","Matrix","","","Archie, E. A., Morrison, T. A., Foley, C. A. H., Moss, C. J. & Alberts, S.C. 2006 Dominance rank relationships among wild female African elephants, Loxodonta africana. Anim. Behav. 71, 117-127.",9,19,2.11111111111111,0.666666666666667,1,1,0.15,0.41017
"Archie_2006i","Proboscidea","Loxodonta_africana","African elephant","Kenya","Natural","F","Mixed","Agonistic Interaction","Fig2-SI","Count","No","Loxodonta_africana9","Matrix","","","Archie, E. A., Morrison, T. A., Foley, C. A. H., Moss, C. J. & Alberts, S.C. 2006 Dominance rank relationships among wild female African elephants, Loxodonta africana. Anim. Behav. 71, 117-127.",6,33,5.5,0.0666666666666667,1,1,0.885714285714286,0.942125714285714
"Arlet_2015f","Primates","Lophocebus_albigena","Gray-cheeked mangabey","Uganda","Natural","M","Mixed","Aggressive Interaction","ESM2-2006","Count","No","Lophocebus_albigena1","Matrix","","","Arlet, M.E., Chapman, C.A., Isbell, L.A. et al. Social and Ecological Correlates of Parasitic Infections in Adult Male Gray-Cheeked Mangabeys (Lophocebus albigena). Int J Primatol 36, 967–986 (2015). https://doi.org/10.1007/s10764-015-9866-14",9,215,23.8888888888889,0,0.404651162790698,1,0.748578736078736,0.933333333333333
"Barette_1986","Artiodactyla","Rangifer_tarandus_caribou","Reindeer","Canada","Natural","MF","Mixed","Initiated interactions won","Tb2","Count","No","Rangifer_tarandus_caribou1","Matrix","","","Barrette, C. & Vandal, D. 1986 Social rank, dominance, antler size, and access to food in snow-bound wild woodland caribou. Behaviour 97, 118-146.",20,823,41.15,0.0578947368421053,0.939246658566221,0.922246220302376,0.838674217055243,0.84022962406015
"Bennett_1939","Columbiformes","Streptopelia_risoria","Barbary dove","USA","Captive","M","Adult","Peck-Dominance","Tb2","Count","No","Streptopelia_risoria1","Matrix","","","Bennett, M. A. (1939). The social hierarchy in ring doves. Ecology, 20(3), 337-357.",9,628,69.7777777777778,0,0.337579617834395,0.733333333333333,0.36989932089966,0.691666666666667
"BergstromFedigan_2010b","Primates","Cebus_capucinus","White-faced capuchin","Costa Rica","Natural","F","Adult","Direction of Agonistic Behavior","Tb3","Count","No","Cebus_capucinus2","Matrix","","","Bergstrom, M. L., & Fedigan, L. M. (2010). Dominance among female white-faced capuchin monkeys (Cebus capucinus): hierarchical linearity, nepotism, strength and stability. Behaviour, 147(7), 899-931.",7,117,16.7142857142857,0.0476190476190476,0.914529914529915,1,0.882227891156462,0.891978571428571
"BergstromFedigan_2010c","Primates","Cebus_capucinus","White-faced capuchin","Costa Rica","Natural","F","Adult","Direction of Agonistic Behavior","Tb4","Count","No","Cebus_capucinus3","Matrix","","","Bergstrom, M. L., & Fedigan, L. M. (2010). Dominance among female white-faced capuchin monkeys (Cebus capucinus): hierarchical linearity, nepotism, strength and stability. Behaviour, 147(7), 899-931.",10,155,15.5,0.2,0.961290322580645,1,0.633463203463203,0.776019393939394
"Berman_2004a","Primates","Macaca_thibetana","Tibetan macaque","China","Natural","MF","Mixed","Submissive/Fearful","Apdx-B","Count","Yes","Macaca_thibetana1","Matrix","","","Berman, C. M., Ionica, C. S. & Li, J. 2004 Dominance style among Macaca thibetana on Mt. Huangshan, China. Int. J. Primatol. 25, 1283-1312.",22,871,39.5909090909091,0.281385281385281,0.970149253731343,0.98688524590164,0.514013083973558,0.637696442687747
"Berman_2004b","Primates","Macaca_thibetana","Tibetan macaque","China","Natural","MF","Mixed","Submissive/Fearful","Apdx-A","Count","Yes","Macaca_thibetana1","Matrix","","","Berman, C. M., Ionica, C. S. & Li, J. 2004 Dominance style among Macaca thibetana on Mt. Huangshan, China. Int. J. Primatol. 25, 1283-1312.",22,858,39,0.207792207792208,0.953379953379953,0.969230769230769,0.626583431312398,0.685383286278938
"Berman_2004c","Primates","Macaca_thibetana","Tibetan macaque","China","Natural","MF","Mixed","Submissive/Fearful","Apdx-C","Count","Yes","Macaca_thibetana1","Matrix","","","Berman, C. M., Ionica, C. S. & Li, J. 2004 Dominance style among Macaca thibetana on Mt. Huangshan, China. Int. J. Primatol. 25, 1283-1312.",18,1521,84.5,0.124183006535948,0.971071663379356,0.935943060498221,0.743173151165749,0.773891021671827
"Blatrix_2004b","Hymenoptera","Protomognathus_americanus","Slave-making ant","USA","Captive","F","Adult","Dominance Behavior Catalogue","Tb4-132","Count","No","Protomognathus_americanus2","Matrix","","Queenright nest","Blatrix R. & Herbers, J. M. 2004 Intracolonial conflict in the slave-making ant Protomognathus americanus: dominance hierarchies and individual reproductive success. Insectes Soc. 51, 131-138.",8,46,5.75,0.428571428571429,0.91304347826087,1,0.376488095238095,0.536609523809524
"Blatrix_2004c","Hymenoptera","Protomognathus_americanus","Slave-making ant","USA","Captive","F","Adult","Dominance Behavior Catalogue","Tb4-29","Count","No","Protomognathus_americanus3","Matrix","","Queenless nest","Blatrix R. & Herbers, J. M. 2004 Intracolonial conflict in the slave-making ant Protomognathus americanus: dominance hierarchies and individual reproductive success. Insectes Soc. 51, 131-138.",12,248,20.6666666666667,0.515151515151515,0.975806451612903,1,0.331585081585081,0.339060839160839
"Blatrix_2004d","Hymenoptera","Protomognathus_americanus","Slave-making ant","USA","Captive","F","Adult","Dominance Behavior Catalogue","Tb4-36","Count","No","Protomognathus_americanus4","Matrix","","Queenless nest","Blatrix R. & Herbers, J. M. 2004 Intracolonial conflict in the slave-making ant Protomognathus americanus: dominance hierarchies and individual reproductive success. Insectes Soc. 51, 131-138.",6,53,8.83333333333333,0.333333333333333,1,1,0.580952380952381,0.569805714285714
"Blatrix_2004e","Hymenoptera","Protomognathus_americanus","Slave-making ant","USA","Captive","F","Adult","Dominance Behavior Catalogue","Tb4-43","Count","No","Protomognathus_americanus5","Matrix","","Queenless nest","Blatrix R. & Herbers, J. M. 2004 Intracolonial conflict in the slave-making ant Protomognathus americanus: dominance hierarchies and individual reproductive success. Insectes Soc. 51, 131-138.",8,72,9,0.642857142857143,0.916666666666667,1,0.238988095238095,0.381380952380952
"Bonanni_2007a","Carnivora","Felis_catus","Domestic cat","Italy","Natural","MF","Adult","Submissive interaction (no feeding competition)","Tb1","Count","Yes","Felis_catus1","Matrix","","","Bonanni, R., Cafazzo, S., Fantini, C., Pontier, D. & Natoli, E. 2007 Feeding-order in an urban feral domestic cat colony: relationship to dominance rank, sex and age. Anim. Behav. 74, 1369-1379.",13,360,27.6923076923077,0.282051282051282,0.911111111111111,0.733333333333333,0.46961835345734,0.446151098901099
"Bonanni_2007b","Carnivora","Felis_catus","Domestic cat","Italy","Natural","MF","Mixed","Agonistic Behavior (food context)","Tb2","Count","Yes","Felis_catus1","Matrix","","","Bonanni, R., Cafazzo, S., Fantini, C., Pontier, D. & Natoli, E. 2007 Feeding-order in an urban feral domestic cat colony: relationship to dominance rank, sex and age. Anim. Behav. 74, 1369-1379.",14,565,40.3571428571429,0.373626373626374,0.929203539823009,0.961538461538462,0.430086232462826,0.566982857142857
"Bonanni_2007c","Carnivora","Felis_catus","Domestic cat","Italy","Natural","MF","Mixed","Submissive interaction (food context)","Tb3","Count","Yes","Felis_catus1","Matrix","","","Bonanni, R., Cafazzo, S., Fantini, C., Pontier, D. & Natoli, E. 2007 Feeding-order in an urban feral domestic cat colony: relationship to dominance rank, sex and age. Anim. Behav. 74, 1369-1379.",14,307,21.9285714285714,0.43956043956044,0.960912052117264,0.894736842105263,0.374835912386933,0.463457142857143
"Bonanni_2017a","Carnivora","Canis_lupus_familiaris","Domestic dog","Italy","Natural","MF","Mixed","Submissive Interaction","Tbl S1","Count","No","Canis_lupus_familiaris2","Matrix","","","Bonanni R. et al. 2017, Age-graded dominance hierarchies and social tolerance in packs of free-ranging dogs, Behav Ecol 28: 1004-1020",6,201,33.5,0,0.900497512437811,1,0.897773654916512,1
"Bonanni_2017b","Carnivora","Canis_lupus_familiaris","Domestic dog","Italy","Natural","MF","Mixed","Submissive Interaction","Tbl S2","Count","No","Canis_lupus_familiaris3","Matrix","","","Bonanni R. et al. 2017, Age-graded dominance hierarchies and social tolerance in packs of free-ranging dogs, Behav Ecol 28: 1004-1020",11,196,17.8181818181818,0.272727272727273,0.959183673469388,1,0.55495867768595,0.73778
"Bonanni_2017c","Carnivora","Canis_lupus_familiaris","Domestic dog","Italy","Natural","MF","Mixed","Submissive Interaction","Tbl S3","Count","No","Canis_lupus_familiaris4","Matrix","","","Bonanni R. et al. 2017, Age-graded dominance hierarchies and social tolerance in packs of free-ranging dogs, Behav Ecol 28: 1004-1020",15,158,10.5333333333333,0.447619047619048,1,0.956521739130435,0.365952380952381,0.440994285714286
"Bonanni_2017d","Carnivora","Canis_lupus_familiaris","Domestic dog","Italy","Captive","MF","Adult","Submissive Interaction","Tbl S5","Count","No","Canis_lupus_familiaris5","Matrix","","","Bonanni R. et al. 2017, Age-graded dominance hierarchies and social tolerance in packs of free-ranging dogs, Behav Ecol 28: 1004-1020",8,642,80.25,0.107142857142857,0.984423676012461,1,0.786607142857143,0.797454761904762
"Bromley_1991","Artiodactyla","Antilocapra_americana","Pronghorn","USA","Natural","MF","Mixed","Aggressive Patterns","Tb1","Count","No","Antilocapra_americana1","Matrix","","","Bromley, P. T. 1991 Manifestations of social dominance in pronghorn bucks. Appl. Anim. Behav. Sci. 29, 147-164. https://doi.org/10.1016/0168-1591(91)90243-Q",8,130,16.25,0.142857142857143,0.784615384615385,1,0.712122888685389,0.714457142857143
"Cafazzo_2010a","Carnivora","Canis_lupus_familiaris","Domestic dog","Italy","Natural","MF","Mixed","Submissive","Tb5","Count","Yes","Canis_lupus_familiaris1","Matrix","","","Cafazzo, S., Valsecchi, P., Bonanni, R. & Natoli, E 2010 Dominance in relation to age, sex, and competitive contexts in a group of free-ranging domestic dogs. Behav. Ecol. 21, 443-455.",27,1815,67.2222222222222,0.227920227920228,0.954820936639118,0.972413793103448,0.639332364268431,0.62747094017094
"Cafazzo_2010b","Carnivora","Canis_lupus_familiaris","Domestic dog","Italy","Natural","MF","Mixed","Submissive-Affiliative","Tb8","Count","Yes","Canis_lupus_familiaris1","Matrix","","","Cafazzo, S., Valsecchi, P., Bonanni, R. & Natoli, E 2010 Dominance in relation to age, sex, and competitive contexts in a group of free-ranging domestic dogs. Behav. Ecol. 21, 443-455.",27,374,13.8518518518519,0.675213675213675,1,1,0.104712160267716,0.328047252747253
"Cheney_1977","Primates","Papio_cynocephalus","Yellow baboon","South Africa","Natural","MF","Non-Adult","Agonistic Interaction","Tb1b","Count","Yes","Papio_cynocephalus1","Matrix","","","Cheney, D. L. 1977 The acquisition of rank and the development of reciprocal alliances among free-ranging immature baboons. Behav. Ecol. Sociobiol. 2, 303-318.",12,395,32.9166666666667,0.0151515151515152,0.69620253164557,0.833333333333333,0.718513283362022,0.790818181818182
"Cheney_1977b","Primates","Papio_cynocephalus","Yellow baboon","South Africa","Natural","MF","Non-Adult","Approach-retreat interactions","Tb1a","Count","Yes","Papio_cynocephalus1","Matrix","","","Cheney, D. L. 1977 The acquisition of rank and the development of reciprocal alliances among free-ranging immature baboons. Behav. Ecol. Sociobiol. 2, 303-318.",12,617,51.4166666666667,0,0.957860615883306,1,0.990289535026377,0.996503496503496
"CluttonBrock_1976","Perissodactyla","Equus_caballus","Pony","Scotland","Natural","F","Adult","Threatening behavior","Tb3","Count","No","Equus_caballus1","Matrix","","","Clutton-Brock, T. H., Greenwood, P. J., & Powell, R. P. (1976). Ranks and relationships in Highland ponies and Highland cows. Zeitschrift für Tierpsychologie, 41(2), 202-216.",17,761,44.7647058823529,0.0514705882352941,0.92904073587385,0.951972555746141,0.877164231705754,0.853816176470588
"Collias_1950a","Artiodactyla","Odocoileus_virginianus","White-tailed deer","USA","Captive","MF","Adult","Aggressive/Submissive Interactions","Tb1","Count","No","Odocoileus_virginianus1","Matrix","","","Collias, N. E. (1950). Some variations in grouping and dominance patterns among birds and mammals. Zoologica, 35, 97-119.",9,472,52.4444444444444,0,0.991525423728814,1,0.988958333333333,1
"Collias_1950b","Artiodactyla","Tragelaphus_angasi","Nyala antelope","USA","Captive","MF","Adult","Aggressive/Subordinate Interactions","Tb2","Count","No","Tragelaphus_angasi1","Matrix","","","Collias, N. E. (1950). Some variations in grouping and dominance patterns among birds and mammals. Zoologica, 35, 97-119.",7,110,15.7142857142857,0.333333333333333,0.963636363636364,1,0.490524781341108,0.80135
"Collias_1950c","Sphenisciformes","Spheniscus_demersus","Black-footed penguin","USA","Captive","MF","Mixed","Aggressive/Submissive Interactions","Tbl5","Count","No","Spheniscus_demersus1","Matrix","","Included one Spheniscus_humboldti and one hybrid","Collias, N. E. (1950). Some variations in grouping and dominance patterns among birds and mammals. Zoologica, 35, 97-119.",14,378,27,0.10989010989011,0.883597883597884,0.708502024291498,0.707958225090341,0.696319120879121
"Collias_1951a","Galliformes","Phasianus_colchicus","Common pheasant","USA","Natural","F","Adult","Aggressive-submissive","Tb3","Count","No","Phasianus_colchicus1","Matrix","","","Collias, N. E., & Taber, R. D. (1951). A field study of some grouping and dominance relations in ring-necked pheasants. The Condor, 53(6), 265-275.",9,30,3.33333333333333,0.583333333333333,1,1,0.253703703703704,0.41509
"Collias_1951b","Galliformes","Phasianus_colchicus","Common pheasant","USA","Natural","M","Adult","Aggressive-submissive","Tb4","Count","No","Phasianus_colchicus1","Matrix","","","Collias, N. E., & Taber, R. D. (1951). A field study of some grouping and dominance relations in ring-necked pheasants. The Condor, 53(6), 265-275.",8,48,6,0.464285714285714,0.916666666666667,1,0.359623015873016,0.430340476190476
"Collias_1951c","Galliformes","Phasianus_colchicus","Common pheasant","USA","Natural","F","Adult","Aggressive-submissive","Tb5","Count","No","Phasianus_colchicus2","Matrix","","","Collias, N. E., & Taber, R. D. (1951). A field study of some grouping and dominance relations in ring-necked pheasants. The Condor, 53(6), 265-275.",14,136,9.71428571428571,0.43956043956044,1,0.619047619047619,0.307692307692308,0.362370989010989
"Correa_2013a","Artiodactyla","Lama_guanicoe","Guanaco","Chile","Captive","F","Adult","Agonistic Interaction","S2-1","Count","Yes","Lama_guanicoe1","Matrix","","Total Interactions","Correa, L. A., Zapata, B., Samaniego, H., & Soto-Gamboa, M. (2013). Social structure in a family group of Guanaco (Lama guanicoe, Ungulate): Is female hierarchy based on 'prior attributes' or 'social dynamics'?. Behavioural processes, 98, 92-97.",9,503,55.8888888888889,0,0.288270377733598,0.844155844155844,0.335973870407383,0.875
"Correa_2013d","Artiodactyla","Lama_guanicoe","Guanaco","Chile","Captive","MF","Non-Adult","Agonistic Interaction","S2-4","Count","Yes","Lama_guanicoe1","Matrix","","Total (Calves)","Correa, L. A., Zapata, B., Samaniego, H., & Soto-Gamboa, M. (2013). Social structure in a family group of Guanaco (Lama guanicoe, Ungulate): Is female hierarchy based on 'prior attributes' or 'social dynamics'?. Behavioural processes, 98, 92-97.",6,808,134.666666666667,0,0.111386138613861,0,0.0868744042136413,0.428571428571429
"Cote_2000","Artiodactyla","Oreamnos_americanus","Mountain goat","Canada","Natural","F","Adult","Aggressive/Submissive/Avoidance","TbA4","Count","Yes","Oreamnos_americanus1","Matrix","","","Cote, S. D. (2000). Dominance hierarchies in female mountain goats: stability, aggressiveness and determinants of rank. Behaviour, 137(11), 1541-1566.",45,694,15.4222222222222,0.552525252525253,1,0.991272727272727,0.222971746450007,0.247574967061924
"Cote_2000b","Artiodactyla","Oreamnos_americanus","Mountain goat","Canada","Natural","F","Adult","Aggressive/Submissive/Avoidance","TbA3","Count","Yes","Oreamnos_americanus1","Matrix","","","Cote, S. D. (2000). Dominance hierarchies in female mountain goats: stability, aggressiveness and determinants of rank. Behaviour, 137(11), 1541-1566.",45,719,15.9777777777778,0.549494949494949,0.988873435326843,0.989167230873392,0.228891621529303,0.242111027667984
"Cote_2000c","Artiodactyla","Oreamnos_americanus","Mountain goat","Canada","Natural","F","Adult","Aggressive/Submissive/Avoidance","TbA2","Count","Yes","Oreamnos_americanus1","Matrix","","","Cote, S. D. (2000). Dominance hierarchies in female mountain goats: stability, aggressiveness and determinants of rank. Behaviour, 137(11), 1541-1566.",40,616,15.4,0.530769230769231,0.951298701298701,0.975855130784708,0.243948757035647,0.241594371482176
"Cote_2000d","Artiodactyla","Oreamnos_americanus","Mountain goat","Canada","Natural","F","Adult","Aggressive/Submissive/Avoidance","TbA1","Count","Yes","Oreamnos_americanus1","Matrix","","","Cote, S. D. (2000). Dominance hierarchies in female mountain goats: stability, aggressiveness and determinants of rank. Behaviour, 137(11), 1541-1566.",38,760,20,0.408250355618777,0.952631578947368,0.943246311010216,0.368062547494681,0.354555553123974
"Cui_2014","Primates","Rhinopithecus_bieti","Snub-nosed monkey","China","Captive","MF","Mixed","Dominant/Submissive","Table3","Count","No","Rhinopithecus_bieti1","Matrix","","","Cui LW, Sun QL & Li BG. 2014 Dominance hierarchy and social relationships in a group of Captive black-and-white snub-nosed monkeys (Rhinopithecus bieti) Dongwuxue Yanjiu. 2014 May 18; 35(3): 204-213.",14,7825,558.928571428571,0.010989010989011,0.870670926517572,1,0.926194334230881,0.946957362637363
"David_2003a","Osmeriformes","Galaxias_argenteus","Giant kokopu","New Zealand","Natural","MF","Adult","Aggressive Encounter","Tb2a","Count","No","Galaxias_argenteus1","Matrix","","","David, B. O., & Stoffels, R. J. (2003). Spatial organisation and behavioural interaction of giant kokopu (Galaxias argenteus) in two stream pools differing in fish density.",7,35,5,0.428571428571429,1,1,0.418367346938776,0.394607142857143
"David_2003b","Osmeriformes","Galaxias_argenteus","Giant kokopu","New Zealand","Natural","MF","Adult","Aggressive Encounter","Tb2b","Count","No","Galaxias_argenteus2","Matrix","","","David, B. O., & Stoffels, R. J. (2003). Spatial organisation and behavioural interaction of giant kokopu (Galaxias argenteus) in two stream pools differing in fish density.",9,46,5.11111111111111,0.555555555555556,0.956521739130435,1,0.260185185185185,0.44843
"DeLaFuente_2019","Primates","Callithrix_jacchus","Common marmoset","Brazil","Natural","MF","Adult","Agonistic interactions","TblS3","Count","No","Callithrix_jacchus1","Matrix","","","De la Fuente, M. F., Schiel, N., Bicca‐Marques, J. C., Caselli, C. B., Souto, A., & Garber, P. A. (2019). Balancing contest competition, scramble competition, and social tolerance at feeding sites in wild common marmosets (Callithrix jacchus). American journal of primatology, 81(4), e22964.",6,592,98.6666666666667,0,0.797297297297297,1,0.779884930048575,0.971428571428571
"DeLaO_2019a","Carnivora","Nasua_narica","White-nosed coati","Mexico","Natural","MF","Mixed","Agonistic interactions with submission","TblA3","Count","Yes","Nasua_narica1","Matrix","","","Fürtbauer, I., King, A. J., & Valenzuela-Galván, D. (2019). A resident-nepotistic-tolerant dominance style in wild white-nosed coatis (Nasua narica)?. Behaviour, 156(9), 927-968.",22,227,10.3181818181818,0.523809523809524,0.744493392070485,0.561643835616438,0.172614964386434,0.245695087521174
"DeLaO_2019b","Carnivora","Nasua_narica","White-nosed coati","Mexico","Natural","MF","Mixed","Agonistic interactions with submission","TblA4","Count","Yes","Nasua_narica1","Matrix","","","Fürtbauer, I., King, A. J., & Valenzuela-Galván, D. (2019). A resident-nepotistic-tolerant dominance style in wild white-nosed coatis (Nasua narica)?. Behaviour, 156(9), 927-968.",23,504,21.9130434782609,0.233201581027668,0.678571428571429,0.609929078014185,0.396665377785415,0.386821442687747
